q seq id	s seq id	percent id	length	mismatch	gap open	q start	q end	s start	s end	e-value	bit score 																																												
C0SHF9_PARBP	NODE_138_81484_cov_14.730742	61.709	316	97	3	1	296	56225	57160	7.33E-134	379																																												
C0SHQ9_PARBP	NODE_15_191686_cov_14.836928	75.641	78	19	0	1	78	149542	149775	6.42E-30	110																																												
C0SI36_PARBP	NODE_217_56212_cov_13.670982	86.344	227	15	1	170	380	24516	23836	0	410																																												
C0SI39_PARBP	NODE_77_112640_cov_15.584235	58.363	281	86	5	50	330	3	752	1.79E-98	318																																												
C0SIA5_PARBP	NODE_61_121985_cov_14.507197	66.667	279	57	2	1	243	45261	46097	2.71E-116	368																																												
C0SIB1_PARBP	NODE_459_22408_cov_12.085005	61.68	381	127	2	1	363	18831	19970	1.47E-148	464																																												
C0SIG5_PARBP	NODE_588_9167_cov_12.713717	54.711	605	242	11	112	704	1735	3489	0	593																																												
C0SJH4_PARBP	NODE_104_94988_cov_14.777327	68.75	256	65	2	1	241	9333	10100	1.15E-108	343																																												
C0SJI3_PARBP	NODE_41_143367_cov_14.501620	78.421	190	40	1	1	189	127141	126572	2.34E-94	302																																												
C0SJJ7_PARBP	NODE_524_14745_cov_16.881105	86.765	68	9	0	68	135	12784	12581	1.09E-29	91.3																																												
C1FYE5_PARBD	NODE_88_103569_cov_14.399876	60.795	528	188	8	136	647	62678	64252	0	629																																												
C1FYY1_PARBD	NODE_338_36792_cov_13.976217	51.846	623	280	10	2	615	20832	18997	1.80E-165	525																																												
C1G014_PARBD	NODE_461_22286_cov_13.662259	69.932	296	89	0	21	316	12162	13049	1.86E-144	449																																												
C1G0P8_PARBD	NODE_59_122243_cov_14.689820	66.071	168	51	3	1	162	11687	11184	2.17E-61	207																																												
C1G1Q2_PARBD	NODE_618_7841_cov_11.698341	81.387	274	47	2	116	389	3224	2415	2.27E-174	463																																												
C1G2S7_PARBD	NODE_44_138504_cov_15.069614	76.431	297	70	0	109	405	42877	41987	0	491																																												
C1G323_PARBD	NODE_24_168725_cov_14.737185	40.568	599	296	14	1	566	116203	114488	2.20E-111	372																																												
C1G373_PARBD	NODE_206_58876_cov_14.703331	70.513	702	202	4	57	754	43080	45182	0	1011																																												
C1G3C3_PARBD	NODE_401_28874_cov_15.071625	52.681	317	131	6	41	347	7777	6854	1.26E-61	221																																												
C1G3N5_PARBD	NODE_66_119985_cov_14.533123	79.288	309	47	4	1	302	15692	14796	3.08E-158	488																																												
C1G3Y7_PARBD	NODE_646_6234_cov_12.168168	74.468	282	49	3	1	260	72	914	2.51E-137	426																																												
C1G452_PARBD	NODE_2_339980_cov_14.749374	69.211	393	118	1	1	390	128854	127676	0	561																																												
C1G479_PARBD	NODE_464_22029_cov_14.042781	86.056	251	34	1	3	252	13800	14552	2.34E-138	412																																												
C1G541_PARBD	NODE_117_89130_cov_13.866847	77.593	540	111	1	1	540	73465	75054	0	801																																												
C1G658_PARBD	NODE_184_64386_cov_15.001447	65.61	410	96	6	1	377	55955	54762	4.46E-159	495																																												
C1G696_PARBD	NODE_359_33047_cov_14.312728	83.871	217	35	0	1	217	14570	13920	1.63E-127	397																																												
C1G6E6_PARBD	NODE_453_23233_cov_13.944820	78.932	337	70	1	3	338	9334	8324	2.01E-163	505																																												
C1G787_PARBD	NODE_70_117556_cov_13.971685	61.399	386	142	5	1	382	27390	26242	8.18E-157	466																																												
C1G7L1_PARBD	NODE_377_31591_cov_12.686340	61.048	439	137	5	1	405	23212	24528	4.05E-167	519																																												
C1G7S0_PARBD	NODE_156_75747_cov_12.675231	86.453	406	54	1	1	406	67887	69101	0	669																																												
C1G7T1_PARBD	NODE_133_82891_cov_15.276799	50.376	399	110	13	26	419	17376	16429	1.24E-70	244																																												
C1G801_PARBD	NODE_157_75655_cov_15.424637	69.967	303	90	1	6	308	7039	7944	2.61E-138	432																																												
C1G8Q1_PARBD	NODE_49_130692_cov_14.362800	88.976	127	14	0	1	127	111959	112339	2.63E-129	241																																												
C1G9A7_PARBD	NODE_234_53533_cov_14.336704	41.791	737	364	14	1	684	36256	38430	3.34E-159	509																																												
C1G9P8_PARBD	NODE_199_59878_cov_14.302054	90.704	355	33	0	1	355	5990	7054	0	586																																												
C1GA26_PARBD	NODE_8_216030_cov_14.945137	66.588	422	140	1	1	422	141910	143172	1.17E-172	536																																												
C1GA89_PARBD	NODE_21_179562_cov_13.856455	45.098	306	96	3	115	348	755	1672	5.75E-79	264																																												
C1GBB9_PARBD	NODE_371_31933_cov_13.923442	83.041	1710	236	5	37	1697	1023	6137	0	2890																																												
C1GC36_PARBD	NODE_169_68952_cov_15.493600	51.724	696	256	13	1	630	14095	12050	0	635																																												
C1GCG7_PARBD	NODE_147_78368_cov_13.624966	78.788	825	169	5	6	827	48481	46016	0	1317																																												
C1GCT8_PARBD	NODE_83_109700_cov_14.776177	61.026	195	36	1	1	155	80431	79847	2.72E-58	195																																												
C1GD67_PARBD	NODE_15_191686_cov_14.836928	76.852	108	25	0	21	128	149452	149775	4.27E-47	161																																												
C1GDS4_PARBD	NODE_226_55105_cov_14.202536	59.942	342	116	5	104	437	52666	53652	4.40E-100	337																																												
C1GDU0_PARBD	NODE_121_88035_cov_15.589787	73.81	210	55	0	27	236	85762	85133	1.93E-150	351																																												
C1GE78_PARBD	NODE_38_146689_cov_14.597099	59.239	184	73	2	1	184	120678	121223	2.82E-56	191																																												
C1GFM5_PARBD	NODE_330_38203_cov_13.781069	74.153	236	61	0	1	236	23098	22391	2.00E-111	351																																												
C1GG64_PARBD	NODE_48_131031_cov_15.589982	74.444	180	39	2	1	174	62759	63295	1.20E-72	237																																												
C1GGI3_PARBD	NODE_368_32152_cov_14.478002	62.665	683	204	10	1	664	16058	18010	0	776																																												
C1GGS9_PARBD	NODE_46_136539_cov_14.398198	56.938	418	131	8	55	465	104761	105888	7.80E-145	458																																												
C1GGW7_PARBD	NODE_418_26997_cov_12.914998	60.092	218	85	1	45	260	9631	8978	3.64E-80	264																																												
C1GGZ6_PARBD	NODE_376_31692_cov_14.812482	62.782	798	212	5	41	791	18075	15796	0	977																																												
C1GI69_PARBD	NODE_193_61615_cov_17.659625	75.664	678	151	3	1	664	8011	5978	0	1020																																												
C1GIB2_PARBD	NODE_35_150279_cov_14.508738	54.885	911	342	15	11	895	131463	128860	0	949																																												
C1GIT4_PARBD	NODE_326_38862_cov_17.047373	67.981	431	136	2	127	557	2382	3668	0	624																																												
C1GJM3_PARBD	NODE_869_850_cov_2.705394	68.79	157	44	2	198	351	2	466	4.20E-57	187																																												
C1GJS5_PARBD	NODE_217_56212_cov_13.670982	69.742	466	113	7	1	460	16579	17910	0	643																																												
C1GL98_PARBD	NODE_141_80488_cov_14.851060	68.977	577	157	10	1	567	40493	38799	0	694																																												
C1GLI4_PARBD	NODE_316_39867_cov_13.804882	60.795	176	35	1	1	142	14384	13857	1.98E-66	218																																												
C1GLV1_PARBD	NODE_524_14745_cov_16.881105	89.231	65	7	0	37	101	12775	12581	4.05E-35	89.7																																												
C1GM22_PARBD	NODE_217_56212_cov_13.670982	86.344	227	15	1	148	358	24516	23836	0	411																																												
C1GM25_PARBD	NODE_77_112640_cov_15.584235	58.007	281	87	6	50	330	3	752	7.75E-98	317																																												
C1GM83_PARBD	NODE_459_22408_cov_12.085005	61.68	381	127	2	1	363	18831	19970	1.47E-148	464																																												
C1GM90_PARBD	NODE_61_121985_cov_14.507197	66.667	279	57	2	1	243	45261	46097	2.71E-116	368																																												
C1GMG4_PARBD	NODE_588_9167_cov_12.713717	54.05	605	246	11	112	704	1735	3489	0	593																																												
C1GMY5_PARBD	NODE_391_29751_cov_15.088206	64.637	509	141	7	165	647	28262	29749	0	601																																												
C1GN18_PARBD	NODE_104_94988_cov_14.777327	68.75	256	65	2	1	241	9333	10100	1.64E-108	343																																												
C1GN68_PARBD	NODE_41_143367_cov_14.501620	78.421	190	40	1	1	189	127141	126572	2.34E-94	302																																												
C4MEZ6_CRYGA	NODE_46_136539_cov_14.398198	60.326	184	41	4	1	156	128488	127949	2.65E-102	202																																												
C4YCM3_CANAW	NODE_359_33047_cov_14.312728	21.523	302	152	11	284	585	15987	16637	1.92E-08	58.2																																												
C4YDB0_CANAW	NODE_147_78368_cov_13.624966	59.119	817	288	8	1	775	48454	46016	0	961																																												
C4YEJ6_CANAW	NODE_15_191686_cov_14.836928	52.252	111	52	1	5	115	149446	149775	1.01E-34	125																																												
C4YES7_CANAW	NODE_524_14745_cov_16.881105	84.211	76	12	0	2	77	13053	12826	2.31E-46	141																																												
C4YET9_CANAW	NODE_141_80488_cov_14.851060	67.937	315	101	0	1	315	40487	39543	4.97E-131	422																																												
C4YFW2_CANAW	NODE_24_168725_cov_14.737185	34.132	167	72	5	192	322	115465	114971	3.63E-17	85.9																																												
C4YFW6_CANAW	NODE_117_89130_cov_13.866847	52.256	532	199	7	1	479	73465	75054	9.18E-165	516																																												
C4YG18_CANAW	NODE_115_90966_cov_14.335352	29.851	402	235	9	7	398	25638	26732	2.22E-43	162																																												
C4YGE9_CANAW	NODE_330_38203_cov_13.781069	60.309	194	74	3	1	192	23014	22436	2.60E-76	248																																												
C4YGN4_CANAW	NODE_193_61615_cov_17.659625	60.176	683	220	5	1	635	8014	5978	0	843																																												
C4YH28_CANAW	NODE_376_31692_cov_14.812482	53.617	705	232	7	1	620	17871	15787	0	751																																												
C4YHT8_CANAW	NODE_70_117556_cov_13.971685	44.253	348	183	7	1	342	27219	26191	1.47E-90	298																																												
C4YIG4_CANAW	NODE_48_131031_cov_15.589982	64.458	166	54	1	1	161	62798	63295	1.08E-64	213																																												
C4YII6_CANAW	NODE_588_9167_cov_12.713717	42.011	557	271	15	134	660	1834	3438	1.38E-114	380																																												
C4YIU6_CANAW	NODE_83_109700_cov_14.776177	63.736	182	26	3	1	142	80428	79883	2.79E-68	223																																												
C4YJK4_CANAW	NODE_646_6234_cov_12.168168	62.909	275	79	3	5	257	84	905	5.97E-113	356																																												
C4YJX4_CANAW	NODE_316_39867_cov_13.804882	58.333	84	35	0	2	85	14120	13869	8.45E-27	101																																												
C4YKG1_CANAW	NODE_21_179562_cov_13.856455	49.761	209	79	2	1	187	1067	1681	3.48E-60	204																																												
C4YKU8_CANAW	NODE_38_146689_cov_14.597099	47.541	244	121	2	35	271	120492	121223	3.87E-59	203																																												
C4YL11_CANAW	NODE_13_196270_cov_15.134784	71.429	42	12	0	1	42	914	1039	1.54E-29	75.1																																												
C4YL48_CANAW	NODE_184_64386_cov_15.001447	47.482	417	136	11	1	347	55916	54705	1.33E-107	345																																												
C4YM45_CANAW	NODE_49_130692_cov_14.362800	63.83	141	34	1	109	232	112381	112803	1.03E-95	189																																												
C4YMU1_CANAW	NODE_46_136539_cov_14.398198	42.062	737	375	17	187	893	99143	96999	1.38E-169	549																																												
C4YMU9_CANAW	NODE_217_56212_cov_13.670982	72.687	227	46	1	46	256	24516	23836	7.47E-117	350																																												
C4YN15_CANAW	NODE_234_53533_cov_14.336704	24.343	723	407	25	1	622	36274	38325	3.03E-61	222																																												
C4YNI1_CANAW	NODE_371_31933_cov_13.923442	56.811	1505	624	17	3	1494	1662	6137	0	1746																																												
C4YNV8_CANAW	NODE_326_38862_cov_17.047373	54.68	406	169	6	266	662	2469	3668	9.75E-142	458																																												
C4YNX8_CANAW	NODE_157_75655_cov_15.424637	54.545	297	126	5	13	303	7063	7944	6.94E-97	313																																												
C4YP33_CANAW	NODE_2_339980_cov_14.749374	66.408	387	127	2	1	384	128836	127676	1.22E-173	536																																												
C4YPV8_CANAW	NODE_121_88035_cov_15.589787	61.722	209	80	0	47	255	85762	85136	2.17E-118	290																																												
C4YPY8_CANAW	NODE_461_22286_cov_13.662259	58.667	300	124	0	13	312	12153	13052	8.61E-118	373																																												
C4YQC5_CANAW	NODE_869_850_cov_2.705394	33.333	186	104	9	221	404	2	505	4.36E-19	86.7																																												
C4YQU5_CANAW	NODE_61_121985_cov_14.507197	48.679	265	99	3	1	229	45288	46079	3.17E-78	256																																												
C4YR14_CANAW	NODE_459_22408_cov_12.085005	46.815	314	147	3	21	316	18969	19904	8.93E-91	300																																												
C4YRF5_CANAW	NODE_66_119985_cov_14.533123	66.038	265	84	3	1	259	15680	14886	1.74E-111	352																																												
C4YS40_CANAW	NODE_104_94988_cov_14.777327	52.308	260	96	4	1	237	9333	10097	7.76E-80	260																																												
C4YT17_CANAW	NODE_338_36792_cov_13.976217	31.683	606	351	14	73	666	20649	18985	1.93E-60	220																																												
C4YTQ3_CANAW	NODE_418_26997_cov_12.914998	36.054	294	147	7	29	287	9841	8978	1.85E-45	166																																												
C5G6Q4_AJEDR	NODE_121_88035_cov_15.589787	73.832	214	55	1	1	214	85771	85133	9.81E-151	350																																												
C5G6R6_AJEDR	NODE_226_55105_cov_14.202536	57.927	328	115	5	120	442	52666	53595	2.15E-96	327																																												
C5G6X8_AJEDR	NODE_15_191686_cov_14.836928	73.684	114	30	0	6	119	149434	149775	1.48E-49	168																																												
C5G7L2_AJEDR	NODE_88_103569_cov_14.399876	58.824	527	199	6	136	646	62678	64252	0	610																																												
C5G8D3_AJEDR	NODE_401_28874_cov_15.071625	52.336	321	134	5	42	361	7783	6875	4.60E-61	219																																												
C5G9E7_AJEDR	NODE_169_68952_cov_15.493600	57.639	432	158	8	260	684	13291	12050	4.53E-130	424																																												
C5GA89_AJEDR	NODE_338_36792_cov_13.976217	56.401	578	240	8	22	595	20658	18949	0	621																																												
C5GAK9_AJEDR	NODE_316_39867_cov_13.804882	59.459	185	41	1	2	152	14411	13857	6.58E-69	225																																												
C5GC66_AJEDR	NODE_184_64386_cov_15.001447	65.605	471	125	7	1	443	55958	54573	0	566																																												
C5GCN5_AJEDR	NODE_157_75655_cov_15.424637	68.977	303	93	1	10	312	7039	7944	2.16E-136	426																																												
C5GDC1_AJEDR	NODE_234_53533_cov_14.336704	41.384	737	371	14	1	687	36253	38430	1.41E-147	475																																												
C5GDV2_AJEDR	NODE_326_38862_cov_17.047373	69.157	415	126	2	153	567	2430	3668	0	618																																												
C5GEJ4_AJEDR	NODE_35_150279_cov_14.508738	56.36	912	308	17	11	884	131463	128884	0	988																																												
C5GFA3_AJEDR	NODE_459_22408_cov_12.085005	63.78	381	119	2	1	363	18831	19970	1.89E-154	481																																												
C5GFB0_AJEDR	NODE_61_121985_cov_14.507197	67.474	289	58	2	1	253	45228	46094	2.93E-109	348																																												
C5GFG3_AJEDR	NODE_70_117556_cov_13.971685	60.546	403	152	5	4	402	27435	26236	9.08E-154	452																																												
C5GGD1_AJEDR	NODE_66_119985_cov_14.533123	83.099	284	48	0	1	284	15791	14940	4.63E-151	468																																												
C5GGD9_AJEDR	NODE_199_59878_cov_14.302054	84.296	554	63	3	1	530	5393	7054	0	877																																												
C5GH04_AJEDR	NODE_588_9167_cov_12.713717	48.611	720	305	15	1	704	1477	3489	0	589																																												
C5GHC7_AJEDR	NODE_20_180164_cov_15.436855	80.469	128	25	0	108	235	124757	124374	4.53E-66	221																																												
C5GHJ0_AJEDR	NODE_8_216030_cov_14.945137	66.808	473	153	1	6	478	141766	143172	0	585																																												
C5GHR8_AJEDR	NODE_869_850_cov_2.705394	65.161	155	49	2	224	375	47	505	3.77E-46	159																																												
C5GHY1_AJEDR	NODE_217_56212_cov_13.670982	64.927	479	110	7	1	456	16579	17910	0	567																																												
C5GIT7_AJEDR	NODE_453_23233_cov_13.944820	79.822	337	67	1	4	339	9334	8324	1.56E-162	503																																												
C5GKQ2_AJEDR	NODE_77_112640_cov_15.584235	58.065	279	88	5	45	323	3	752	1.05E-98	318																																												
C5GNK0_AJEDR	NODE_133_82891_cov_15.276799	58.133	332	101	10	1	331	17259	16375	2.34E-85	281																																												
C5GNL4_AJEDR	NODE_156_75747_cov_12.675231	87.893	413	49	1	1	413	67866	69101	0	717																																												
C5GNL7_AJEDR	NODE_377_31591_cov_12.686340	62.222	45	16	1	98	142	16714	16583	4.02E-05	44.3																																												
C5GNV8_AJEDR	NODE_117_89130_cov_13.866847	77.736	530	116	1	1	528	73465	75054	0	753																																												
C5GNX0_AJEDR	NODE_618_7841_cov_11.698341	80.37	270	49	1	91	360	3224	2427	2.88E-168	459																																												
C5GPC5_AJEDR	NODE_377_31591_cov_12.686340	62.5	432	128	5	1	398	23233	24528	3.48E-161	501																																												
C5GPL4_AJEDR	NODE_330_38203_cov_13.781069	74.249	233	60	0	1	233	23089	22391	6.46E-119	372																																												
C5GQ05_AJEDR	NODE_83_109700_cov_14.776177	60.204	196	38	2	1	156	80434	79847	1.54E-62	207																																												
C5GQD4_AJEDR	NODE_147_78368_cov_13.624966	77.778	837	180	4	2	835	48517	46016	0	1318																																												
C5GR28_AJEDR	NODE_104_94988_cov_14.777327	67.729	251	66	3	1	236	9348	10100	5.03E-103	327																																												
C5GRC3_AJEDR	NODE_514_15915_cov_15.081328	74.9	502	124	2	335	836	1	1500	0	783																																												
C5GRJ2_AJEDR	NODE_368_32152_cov_14.478002	60.367	709	201	13	1	687	16058	18010	0	798																																												
C5GS26_AJEDR	NODE_524_14745_cov_16.881105	94.737	76	4	0	22	97	13053	12826	8.04E-63	155																																												
C5GS76_AJEDR	NODE_206_58876_cov_14.703331	70.37	702	203	4	60	757	43080	45182	0	1020																																												
C5GS89_AJEDR	NODE_130_83864_cov_14.122944	67.45	298	80	5	131	421	76123	75260	1.80E-134	377																																												
C5GSC7_AJEDR	NODE_59_122243_cov_14.689820	69.048	168	46	3	1	162	11687	11184	2.25E-50	176																																												
C5GSW0_AJEDR	NODE_141_80488_cov_14.851060	85.714	315	44	1	1	315	40496	39555	8.43E-177	561																																												
C5GT68_AJEDR	NODE_193_61615_cov_17.659625	74.631	678	158	2	1	664	8011	5978	0	1016																																												
C5GU56_AJEDR	NODE_38_146689_cov_14.597099	57.377	244	104	0	37	280	120492	121223	1.87E-79	262																																												
C5GV17_AJEDR	NODE_646_6234_cov_12.168168	73.494	249	45	2	1	228	168	914	3.19E-119	373																																												
C5GVQ4_AJEDR	NODE_371_31933_cov_13.923442	85.347	1713	245	4	34	1744	1011	6137	0	3023																																												
C5GVY6_AJEDR	NODE_394_29468_cov_14.382502	90.517	232	22	0	68	299	17966	18661	0	420																																												
C5GWE1_AJEDR	NODE_2_339980_cov_14.749374	52.821	390	98	6	4	307	128845	127676	1.69E-122	386																																												
C5GWH6_AJEDR	NODE_44_138504_cov_15.069614	78.451	297	64	0	109	405	42877	41987	0	500																																												
C5GWL2_AJEDR	NODE_24_168725_cov_14.737185	37.45	753	361	18	1	700	116203	114116	6.07E-116	385																																												
C5GX01_AJEDR	NODE_464_22029_cov_14.042781	86.508	252	34	0	2	253	13797	14552	5.17E-151	454																																												
C5GXJ3_AJEDR	NODE_376_31692_cov_14.812482	64.304	776	195	5	4	738	18000	15796	0	983																																												
C5GXR7_AJEDR	NODE_359_33047_cov_14.312728	79.778	361	71	1	1	359	14567	13485	0	600																																												
C5GXV5_AJEDR	NODE_418_26997_cov_12.914998	61.927	218	81	1	42	257	9631	8978	3.14E-83	273																																												
C5GYF3_AJEDR	NODE_461_22286_cov_13.662259	68.955	335	86	1	2	318	12051	13055	1.10E-150	468																																												
C5J0G7_MYCGR	NODE_363_32522_cov_13.336101	52.839	634	218	14	1	591	8499	6712	2.91E-173	548																																												
C5JHS1_AJEDS	NODE_41_143367_cov_14.501620	80.105	191	36	2	1	189	127141	126569	9.73E-97	309																																												
C5JW68_AJEDS	NODE_48_131031_cov_15.589982	75.556	180	43	1	1	180	62759	63295	1.22E-73	240																																												
C5MK57_MYCGR	NODE_101_95736_cov_14.686191	74.074	216	55	1	87	301	19414	18767	1.67E-125	343																																												
C5NSJ4_PICPA	NODE_66_119985_cov_14.533123	63.838	271	92	2	1	265	15698	14886	1.62E-113	358																																												
C6K2F1_MYCGR	NODE_13_196270_cov_15.134784	39.167	480	199	19	31	451	17967	16630	4.28E-67	234																																												
C6KEF4_MYCGR	NODE_48_131031_cov_15.589982	47.309	892	407	21	1	865	90510	93077	0	702																																												
C6KEF5_MYCGR	NODE_115_90966_cov_14.335352	42.834	614	281	15	105	658	49090	50901	5.10E-99	337																																												
C7G480_9EURO	NODE_391_29751_cov_15.088206	64.444	45	14	2	11	53	29381	29515	6.52E-14	63.2																																												
C7GIS7_YEAS2	NODE_70_117556_cov_13.971685	45.429	350	178	6	5	351	27198	26179	9.14E-92	302																																												
C7GJ29_YEAS2	NODE_65_120022_cov_14.468176	65.517	145	50	0	2	146	39138	39572	6.79E-61	212																																												
C7GJ52_YEAS2	NODE_30_159743_cov_14.519641	42.857	126	51	3	161	266	24558	24932	4.37E-40	112																																												
C7GJG4_YEAS2	NODE_46_136539_cov_14.398198	40.992	383	187	8	1	349	104755	105888	1.22E-84	279																																												
C7GK18_YEAS2	NODE_217_56212_cov_13.670982	33.976	415	179	15	3	329	16627	17850	1.49E-52	186																																												
C7GK31_YEAS2	NODE_90_102663_cov_14.310154	44.3	307	149	10	1	295	56403	57293	1.60E-63	216																																												
C7GLC6_YEAS2	NODE_461_22286_cov_13.662259	57.616	302	128	0	10	311	12153	13058	1.83E-103	332																																												
C7GLK7_YEAS2	NODE_2_339980_cov_14.749374	63.918	388	137	1	1	385	128839	127676	3.83E-168	521																																												
C7GM24_YEAS2	NODE_618_7841_cov_11.698341	52.416	269	123	2	110	377	3224	2430	1.08E-87	290																																												
C7GM39_YEAS2	NODE_20_180164_cov_15.436855	64.062	128	44	2	101	227	124757	124377	2.58E-67	164																																												
C7GMH1_YEAS2	NODE_226_55105_cov_14.202536	44.839	310	141	6	82	363	52684	53607	1.17E-54	200																																												
C7GMI1_YEAS2	NODE_66_119985_cov_14.533123	66.415	265	83	3	1	259	15680	14886	6.39E-114	359																																												
C7GMI4_YEAS2	NODE_61_121985_cov_14.507197	35.238	420	245	9	1	416	44021	42831	2.92E-71	252																																												
C7GMW6_YEAS2	NODE_148_78349_cov_15.870305	38.095	147	65	3	2	123	11886	12323	2.33E-20	85.9																																												
C7GMY8_YEAS2	NODE_377_31591_cov_12.686340	52.152	395	169	6	9	383	23341	24525	2.28E-125	398																																												
C7ZLR4_NECH7	NODE_371_31933_cov_13.923442	77.765	1718	360	7	57	1765	1023	6137	0	2774																																												
C9W9H0_PICAN	NODE_184_64386_cov_15.001447	50.325	461	171	12	2	420	55907	54573	1.26E-129	412																																												
CANB_CRYNB	NODE_393_29524_cov_13.662891	79.825	114	23	0	1	114	4255	4596	2.95E-55	184																																												
CANB_CRYNJ	NODE_393_29524_cov_13.662891	79.825	114	23	0	1	114	4255	4596	2.95E-55	184																																												
CARP1_CANAL	NODE_359_33047_cov_14.312728	37.571	354	177	12	4	326	22228	21206	3.80E-52	185																																												
CARP2_CANAL	NODE_359_33047_cov_14.312728	38.268	358	182	13	3	332	22249	21209	7.47E-54	190																																												
CARP3_CANAL	NODE_359_33047_cov_14.312728	39.779	362	171	15	5	333	22249	21206	7.41E-52	184																																												
CARP4_CANAL	NODE_359_33047_cov_14.312728	37.568	370	190	14	14	354	22273	21200	5.86E-55	194																																												
CARP5_CANAL	NODE_359_33047_cov_14.312728	36.141	368	198	14	15	355	22273	21200	8.82E-52	185																																												
CARP6_CANAL	NODE_359_33047_cov_14.312728	36.216	370	195	14	15	355	22273	21200	4.78E-53	189																																												
CARP7_CANAL	NODE_359_33047_cov_14.312728	33.333	387	209	9	149	519	22279	21218	2.70E-50	186																																												
CARP8_CANAL	NODE_359_33047_cov_14.312728	37.19	363	186	12	13	340	22276	21209	9.18E-46	167																																												
CARP9_CANAL	NODE_359_33047_cov_14.312728	32.587	402	230	11	37	423	22348	21221	2.77E-44	167																																												
CARP_ARTBC	NODE_64_120326_cov_15.014318	71.724	290	81	1	28	317	66642	65776	1.41E-135	425																																												
CARP_ASPFU	NODE_64_120326_cov_15.014318	76.207	290	68	1	26	315	66642	65776	2.47E-152	473																																												
CARP_TRIVH	NODE_64_120326_cov_15.014318	71.034	290	83	1	28	317	66642	65776	6.78E-135	423																																												
CAS1_CRYNJ	NODE_191_62389_cov_14.836754	30.4	625	347	19	204	753	57492	55657	1.84E-59	222																																												
CATA_CANAL	NODE_99_97612_cov_15.340452	49.531	426	202	6	1	418	21005	22267	2.24E-128	409																																												
CCR4_CANAL	NODE_317_39823_cov_12.770607	39.444	540	267	9	230	722	49	1629	1.99E-119	395																																												
CDC10_CANAL	NODE_305_41799_cov_16.017254	62.332	223	84	0	30	252	37512	38180	2.32E-99	319																																												
CDC42_CANAL	NODE_15_191686_cov_14.836928	77.099	131	30	0	1	131	60935	61327	2.78E-65	214																																												
CFT1_CRYNB	NODE_140_80516_cov_15.702434	27.883	477	296	16	875	1316	7641	9032	2.06E-37	154																																												
CHS3_CANAL	NODE_54_127239_cov_14.958800	59.1	1000	376	12	107	1093	117914	114975	0	1179																																												
CHS5_USTMA	NODE_54_127239_cov_14.958800	47.89	1161	497	21	1	1115	118250	114954	0	1003																																												
CHS6_USTMA	NODE_122_86738_cov_13.189029	48.973	876	407	12	1	852	70109	67530	0	880																																												
CHS7_CANAL	NODE_227_55098_cov_14.687635	47.107	242	105	3	11	230	49698	48976	3.37E-64	216																																												
CLA4_CANAL	NODE_501_17411_cov_19.541194	50	232	89	7	557	762	15892	16584	8.58E-108	206																																												
CTSD_ARTBC	NODE_417_27035_cov_14.420507	50.148	337	164	3	12	347	4565	3564	5.47E-108	351																																												
CTSD_ARTOC	NODE_417_27035_cov_14.420507	53.448	232	104	3	1	231	4250	3564	2.41E-76	254																																												
CTSD_ASPFU	NODE_417_27035_cov_14.420507	46.884	337	176	2	16	352	4565	3564	4.55E-105	341																																												
CTSD_TRIVH	NODE_417_27035_cov_14.420507	50.148	337	164	3	12	347	4565	3564	2.33E-108	352																																												
CXT1_CRYNJ	NODE_39_146068_cov_21.102672	25.724	587	337	20	92	602	62858	61167	1.04E-45	175																																												
CYAA_USTMA	NODE_535_13927_cov_14.322391	41.27	819	414	19	1552	2337	1	2355	6.05E-165	571																																												
D1MGZ7_BEABA	NODE_108_93473_cov_14.686178	40.303	330	161	8	17	318	39810	38845	2.29E-52	185																																												
D1MYV6_MAGGR	NODE_184_64386_cov_15.001447	41.633	245	133	7	43	282	31390	30671	1.00E-48	177																																												
D2JLR3_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLR4_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLR5_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLR6_FUSBO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLR7_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLR8_FUSCE	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLR9_FUSCU	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS0_FUSEQ	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS1_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS2_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS3_9HYPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
D2JLS4_FUSPO	NODE_334_37959_cov_13.731233	97.183	71	2	0	1	71	23628	23416	9.36E-41	140																																												
